N,P,K,temperature,humidity,ph,rainfall,label
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,chickpea
99,40,32,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,coffee
32,57,18,15.53834801,23.75560241,5.695422862999999,107.3850593,kidneybeans
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya
81,16,45,26.90435747,86.25426228,6.727468157000001,59.75980023,watermelon
36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
16,35,31,32.27652024,50.19368841,5.316875978000001,95.99487068,mango
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,jute
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee
98,26,52,27.33897716,90.69759008,6.150090898999999,28.69113835,muskmelon
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize
110,39,18,24.54795322,75.39752705,7.766259768999999,63.88079866,cotton
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
50,47,48,24.63676897,90.61964344,6.712772332999999,218.2299187,papaya
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya
16,143,204,23.71475278,91.53331177,5.631333387000001,121.8961665,apple
108,89,53,29.55054817,78.06762846,5.808497603999999,99.34482238,banana
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana
95,30,52,29.48069921,90.33698678,6.640470862999999,26.0365768,muskmelon
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton
33,31,34,31.32995611,50.22287593,5.421265282999999,89.78216168,mango
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut
15,133,199,23.99686172,91.61001707,5.8247786360000005,117.6102915,apple
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil
95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon
22,30,12,15.78144173,92.51077745,6.354006743999999,119.035002,orange
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans
12,142,203,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,apple
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,apple
113,30,50,26.03967219,83.9862443,6.277484042999999,43.87712348,watermelon
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans
98,18,27,27.56088634,68.49299897,6.516312148,167.43580749999995,coffee
100,41,22,22.4204752,84.55794703,7.318802162000001,93.46595573,cotton
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil
38,135,203,23.76121837,93.661643,5.9655513110000005,100.825956,apple
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,lentil
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans
106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon
51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,chickpea
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes
11,61,21,18.62328774,23.02410338,5.532100554,135.33780330000002,kidneybeans
30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,pigeonpeas
40,22,29,27.55821802,99.98187601,5.735364307,174.62564809999995,coconut
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
120,87,52,28.0764455,76.05522115,5.905494703,118.99235729999998,banana
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea
83,21,28,25.5674832,60.49244602,7.466900682999999,190.2257843,coffee
23,62,19,16.51783455,20.4555596,5.609435127999999,98.77794225,kidneybeans
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans
77,51,44,23.25583402,82.7015932,7.124333547000001,166.2160846,jute
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil
81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya
136,36,20,23.09595631,84.86275707,6.925412377000001,71.29581071,cotton
67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute
14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut
72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
118,40,35,26.35034208,58.50650238,7.460174812000001,121.5586297,coffee
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee
30,137,200,22.91430043,90.70475565,5.603413172000001,118.6044645,apple
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange
114,8,50,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
48,57,54,29.02328049,90.20396783,6.617703177999999,126.8069869,papaya
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea
76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,jute
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
38,14,30,26.92449525,91.20106019,5.5707453860000005,194.9022136,coconut
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea
5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,apple
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,lentil
10,24,27,27.57283516,94.90485697,5.7084096010000005,145.9298935,coconut
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean
100,14,49,29.48882958,91.07574233,6.365956657999999,26.01909355,muskmelon
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,apple
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans
89,85,55,26.671983500000003,76.48541655,6.275384607,91.73358569,banana
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,lentil
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,apple
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans
10,140,197,22.16939473,90.27185592,6.229498836,124.4683112,apple
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,muskmelon
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
20,19,35,34.17719782,50.62161586,6.113935087000001,98.00687989,mango
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram
9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize
109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice
113,38,25,22.00085141,79.47270984,7.388265887999999,90.42224164,cotton
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans
114,30,51,29.24908541,90.06998135,6.069171847000001,25.93496537,muskmelon
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
0,19,31,25.51791333,94.38420565,6.271952832999999,178.7297725,coconut
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
108,94,47,27.35911627,84.54625006,6.387431382999999,90.81250457,banana
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean
74,49,38,23.31410442,71.4509053,7.4880144039999985,164.49703730000004,jute
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
114,27,48,27.82054812,93.03555162,6.528404377999999,26.32405487,muskmelon
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,orange
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,apple
5,24,40,24.692258,93.87030088,6.297907578999999,104.6735454,pomegranate
109,91,53,29.66727337,83.51014178,6.010095852999999,110.2511102,banana
84,55,38,26.8748389,79.78725152,6.956682742999999,173.1017097,jute
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil
25,27,41,19.20090378,94.27659596,6.9235093710000015,108.0423555,pomegranate
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya
